"workerid","rt","trial_type","trial_num","targetSentence","log_dayrate","interval","observationSentence","past","item","condition","ntimes","dayrate","utt","utt_interval"
4,2296,"propensity_judgment",22,"You overhear two friends talking. <br>One of them says to the other, ""Scott went skiing this year.""",-5.89989735358,"year","Scott went skiing this year.","went skiing","go skiing","communication",1,0.0027397260274,"Scott went skiing this year.",year
4,2938,"propensity_judgment",23,"You overhear two friends talking. <br>One of them says to the other, ""Rebecca wore a shirt today.""",0,"day","Rebecca wore a shirt today.","wore a shirt","wear a shirt","communication",1,1,"Rebecca wore a shirt today.",day
4,2761,"propensity_judgment",24,"You overhear two friends talking. <br>One of them says to the other, ""Janet took a vacation this year.""",-5.89989735358,"year","Janet took a vacation this year.","took a vacation","take a vacation","communication",1,0.0027397260274,"Janet took a vacation this year.",year
4,1870,"propensity_judgment",25,"You overhear two friends talking. <br>One of them says to the other, ""Kristina exercised this month.""",-3.40119738166,"month","Kristina exercised this month.","exercised","exercise","communication",1,0.0333333333333,"Kristina exercised this month.",month
5,9404,"propensity_judgment",1,"You overhear two friends talking. <br>One of them says to the other, ""Ben ate pasta today.""",-1.94591014906,"week","Ben ate pasta today.","ate pasta","eat pasta","communication",1,0.142857142857,"Ben ate pasta today.",day
5,6108,"propensity_judgment",2,"You overhear two friends talking. <br>One of them says to the other, ""Veronica wore a hat today.""",-0.847297860387,"week","Veronica wore a hat today.","wore a hat","wear a hat","communication",3,0.428571428571,"Veronica wore a hat today.",day
5,13553,"propensity_judgment",3,"You overhear two friends talking. <br>One of them says to the other, ""Brian ate meat today.""",-0.336472236621,"week","Brian ate meat today.","ate meat","eat meat","communication",5,0.714285714286,"Brian ate meat today.",day
5,8577,"propensity_judgment",4,"You overhear two friends talking. <br>One of them says to the other, ""Doug wore a shirt today.""",0.69314718056,"day","Doug wore a shirt today.","wore a shirt","wear a shirt","communication",2,2,"Doug wore a shirt today.",day
5,6137,"propensity_judgment",5,"You overhear two friends talking. <br>One of them says to the other, ""Elizabeth washed her hair this week.""",0,"week","Elizabeth washed her hair this week.","washed their hair","wash their hair","communication",7,1,"Elizabeth washed her hair this week.",week
5,7424,"propensity_judgment",6,"You overhear two friends talking. <br>One of them says to the other, ""Alicia went to a Renaissance fair this year.""",-5.89989735358,"year","Alicia went to a Renaissance fair this year.","went to a Renaissance fair","go to Renaissance fairs","communication",1,0.0027397260274,"Alicia went to a Renaissance fair this year.",year
5,12386,"propensity_judgment",7,"You overhear two friends talking. <br>One of them says to the other, ""Ted wore shoes today.""",0,"day","Ted wore shoes today.","wore shoes","wear shoes","communication",1,1,"Ted wore shoes today.",day
5,4930,"propensity_judgment",8,"You overhear two friends talking. <br>One of them says to the other, ""Josh ate breakfast today.""",0,"week","Josh ate breakfast today.","ate breakfast","eat breakfast","communication",7,1,"Josh ate breakfast today.",day
5,5709,"propensity_judgment",9,"You overhear two friends talking. <br>One of them says to the other, ""Melinda went on a hike this month.""",-3.40119738166,"month","Melinda went on a hike this month.","went on a hike","go on a hike","communication",1,0.0333333333333,"Melinda went on a hike this month.",month
5,4671,"propensity_judgment",10,"You overhear two friends talking. <br>One of them says to the other, ""Anthony paid his taxes this year.""",-5.89989735358,"year","Anthony paid his taxes this year.","paid their taxes","pay their taxes","communication",1,0.0027397260274,"Anthony paid his taxes this year.",year
5,6913,"propensity_judgment",11,"You overhear two friends talking. <br>One of them says to the other, ""Natalie drank lemonade today.""",-1.2527629685,"week","Natalie drank lemonade today.","drank lemonade","drink lemonade","communication",2,0.285714285714,"Natalie drank lemonade today.",day
5,14216,"propensity_judgment",12,"You overhear two friends talking. <br>One of them says to the other, ""Esther wore tie-dye today.""",-3.40119738166,"month","Esther wore tie-dye today.","wore tie-dye","wear tie-dye","communication",1,0.0333333333333,"Esther wore tie-dye today.",day
5,6431,"propensity_judgment",13,"You overhear two friends talking. <br>One of them says to the other, ""Nicole drove a car today.""",-0.154150679827,"week","Nicole drove a car today.","drove a car","drive a car","communication",6,0.857142857143,"Nicole drove a car today.",day
5,5519,"propensity_judgment",14,"You overhear two friends talking. <br>One of them says to the other, ""William exercised this month.""",-0.847297860387,"week","William exercised this month.","exercised","exercise","communication",3,0.428571428571,"William exercised this month.",month
5,7046,"propensity_judgment",15,"You overhear two friends talking. <br>One of them says to the other, ""Tina went skiing this year.""",-4.80128506491,"year","Tina went skiing this year.","went skiing","go skiing","communication",3,0.00821917808219,"Tina went skiing this year.",year
5,7225,"propensity_judgment",16,"You overhear two friends talking. <br>One of them says to the other, ""Alexander used a cell phone today.""",2.07944154168,"day","Alexander used a cell phone today.","used a cell phone","use a cell phone","communication",8,8,"Alexander used a cell phone today.",day
5,8670,"propensity_judgment",17,"You overhear two friends talking. <br>One of them says to the other, ""Stephen took dance lessons this week.""",-2.7080502011,"month","Stephen took dance lessons this week.","took dance lessons","take dance lessons","communication",2,0.0666666666667,"Stephen took dance lessons this week.",week
5,10448,"propensity_judgment",18,"You overhear two friends talking. <br>One of them says to the other, ""Tim wore glasses today.""",0,"week","Tim wore glasses today.","wore glasses","wear glasses","communication",7,1,"Tim wore glasses today.",day
5,7918,"propensity_judgment",19,"You overhear two friends talking. <br>One of them says to the other, ""Gabriel went outside today.""",1.60943791243,"day","Gabriel went outside today.","went outside","go outside","communication",5,5,"Gabriel went outside today.",day
5,6091,"propensity_judgment",20,"You overhear two friends talking. <br>One of them says to the other, ""Kim changed her bedsheets this week.""",-1.94591014906,"week","Kim changed her bedsheets this week.","changed their bedsheets","change their bedsheets","communication",1,0.142857142857,"Kim changed her bedsheets this week.",week
5,6016,"propensity_judgment",21,"You overhear two friends talking. <br>One of them says to the other, ""Martin washed his dishes today.""",0.69314718056,"day","Martin washed his dishes today.","washed their dishes","wash their dishes","communication",2,2,"Martin washed his dishes today.",day
5,5389,"propensity_judgment",22,"You overhear two friends talking. <br>One of them says to the other, ""Janet took a vacation this year.""",-5.20675017302,"year","Janet took a vacation this year.","took a vacation","take a vacation","communication",2,0.00547945205479,"Janet took a vacation this year.",year
5,8389,"propensity_judgment",23,"You overhear two friends talking. <br>One of them says to the other, ""Derrick drank coffee today.""",0,"week","Derrick drank coffee today.","drank coffee","drink coffee","communication",7,1,"Derrick drank coffee today.",day
5,6399,"propensity_judgment",24,"You overhear two friends talking. <br>One of them says to the other, ""Michelle bought her own groceries this week.""",-1.2527629685,"week","Michelle bought her own groceries this week.","bought their own groceries","buy their own groceries","communication",2,0.285714285714,"Michelle bought her own groceries this week.",week
5,5133,"propensity_judgment",25,"You overhear two friends talking. <br>One of them says to the other, ""Lee had a birthday party this year.""",-5.89989735358,"year","Lee had a birthday party this year.","had a birthday party","have a birthday party","communication",1,0.0027397260274,"Lee had a birthday party this year.",year
6,27126,"propensity_judgment",1,"You overhear two friends talking. <br>One of them says to the other, ""Tina ate breakfast today.""",0,"day","Tina ate breakfast today.","ate breakfast","eat breakfast","communication",1,1,"Tina ate breakfast today.",day
6,9075,"propensity_judgment",2,"You overhear two friends talking. <br>One of them says to the other, ""Monica changed her bedsheets this week.""",-1.94591014906,"week","Monica changed her bedsheets this week.","changed their bedsheets","change their bedsheets","communication",1,0.142857142857,"Monica changed her bedsheets this week.",week
6,6985,"propensity_judgment",3,"You overhear two friends talking. <br>One of them says to the other, ""Fred took a vacation this year.""",-5.89989735358,"year","Fred took a vacation this year.","took a vacation","take a vacation","communication",1,0.0027397260274,"Fred took a vacation this year.",year
6,9604,"propensity_judgment",4,"You overhear two friends talking. <br>One of them says to the other, ""Linda exercised this month.""",-1.79175946923,"month","Linda exercised this month.","exercised","exercise","communication",5,0.166666666667,"Linda exercised this month.",month
6,9650,"propensity_judgment",5,"You overhear two friends talking. <br>One of them says to the other, ""Jackie had a birthday party this year.""",-7.50933526602,"5 years","Jackie had a birthday party this year.","had a birthday party","have a birthday party","communication",1,0.000547945205479,"Jackie had a birthday party this year.",year
